Username,Date,source,Comment,processed_comment,word_count,comment_length,dominant_topic,topic_label_short,topic_label,dominant_topic_probability,confidence_cat
@Dk-f7p,2025-09-21 04:09:47+00:00,CNN,t4vlebih mantap kalo setiap sekolah kalo per cluster ribet biaya lebih mahal,t4vlebih mantap sekolah per cluster rumit biaya lebih mahal,12,76,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.899884462,Tinggi (≥0.80)
@therealdefender6132,2025-09-21 04:07:51+00:00,CNN,hentikan mbg rawan masalah korupsi sulit audit pengawasan kualitas makanan basi busuk keracunan pemborosan banyak sisa makanan karena masalah selera dan porsi merusak mental jadi seperti pemintapeminta berharap diberi selanjutnya lebih baik dibantu orang tuanya untuk lebih mampu daya belinya dengan keringanan pajak berantas korupsi nepotisme premanisme ini lebih baik menjaga harga diri rakyat,henti rawan masalah korupsi sulit audit awas kualitas makan basi busuk racun boros banyak sisa makan masalah selera porsi rusak mental pemintapeminta harap beri lanjut lebih baik bantu orang tua lebih daya beli ringan pajak berantas korupsi nepotisme preman lebih baik jaga harga diri rakyat,54,395,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.483738124,Rendah (<0.60)
@divanazwa4023,2025-09-21 04:03:33+00:00,CNN,mbg makanan beracun gratis suruh si dadan cobain biar keracunan juga tuh si dadan,makan racun gratis suruh dad coba biar racun dad,14,81,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.923373342,Tinggi (≥0.80)
@Wongjowo55-r6q,2025-09-21 04:00:23+00:00,CNN,jngn evaluasi evaluasi kelamaan kasih mentahnya telur susu beras dll ke siswa dan semua harus dapat lebih efektif dan tidak ribet,jngn evaluasi evaluasi lama mentah telur susu beras lainlain siswa semua lebih efektif rumit,21,129,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.723416924,Sedang (0.60–0.80)
@bangyos77715,2025-09-21 03:55:24+00:00,CNN,sangat mudah kpk dan kejaksaan mengusut dan mwnghitung angka korupsi tp itu tsmdk akan terjadi krn semua takut ikut lelang mbg dan batail program tsb,sangat mudah kpk jaksa usut mwnghitung angka korupsi tsmdk jadi semua takut ikut lelang batail program tsb,25,149,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.946526766,Tinggi (≥0.80)
@bangyos77715,2025-09-21 03:54:02+00:00,CNN,yakin semua org tua akan memasak pake dana mbg klo buat pinjol gmn,yakin semua org tua masak pakai dana buat pinjam online bagaimana,13,66,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.542480707,Rendah (<0.60)
@bangyos77715,2025-09-21 03:51:10+00:00,CNN,mbg itu sebaiknya buat anggota dpr dan menteri aja jgn buat anak sekolah biar mereka tau makanan sehat,baik buat anggota dewan wakil rakyat menteri jangan buat anak sekolah biar tahu makan sehat,18,102,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.483746648,Rendah (<0.60)
@VardyBoko7,2025-09-21 03:50:07+00:00,CNN,mungkin sistem nya di ubah lebih baik di buat dapur sekolah setiap sekolah ada dapur masing2 ada 2 ahli gizi setiap sekolah yang di perbantukan dari dinas kesehatan masing2 daerah 6 org juru masak dari lingkungan sekolah masing2 dan di beri gaji bulanan tak ada lagi dapur siluman yang memasak porsi banyak dengan waktu 1 malam akhirnya terkesan dinmasak buru2 dan tidak higienis tak ada lagi calo anggaran anggaran di kelola oleh lembaga independent kolaborasi dengan komite sekolah bahan baku di beli di petani langsung dan peternakan langsung dan di pasar2 akhirnya anggaran bisa di efisiensi kan dan penyerapan anggaran langsung menyebar ke masyarakat meminimalisir potongan2an tdk jelas dari calo proyek,mungkin sistem ubah lebih baik buat dapur sekolah sekolah dapur masing2 2 pakar gizi sekolah bantu dinas sehat masing2 daerah 6 org juru masak lingkung sekolah masing2 gaji bulan tak dapur siluman masak porsi banyak waktu 1 malam akhir kes dinmasak buru2 higienis tak antara ilegal anggar anggar kelola lembaga independent kolaborasi komite sekolah bahan baku beli tani langsung terna langsung pasar2 akhir anggar efisiensi kan serap anggar langsung sebar masyarakat meminimalisir potongan2an jelas antara ilegal proyek,111,708,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.46747151,Rendah (<0.60)
@antasena8628,2025-09-21 03:49:40+00:00,CNN,emang prabawok koplaknya idah g ketulungan sejak awal ini emang program bermasalah malah ngeyel diterusin oalah wooook bawok udah numbalin brp anak program ini apa nunggu bener2 ada yang mampus baru ente sadar wok apa jangan2 emang ini program bancakan korup aja wok,memang prabawok koplaknya idah ketulungan sejak memang program masalah malah ngeyel diterusin oalah wooook bawok numbalin berapa anak program nunggu benar mati baru ente sadar tertawa jangan2 memang program bancak korup tertawa,43,266,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.473986983,Rendah (<0.60)
@TienSol-j4n,2025-09-21 03:48:23+00:00,CNN,msh mending sebulan 200 rb kasihkan tunai per anak bs jajan di skolahkantin hidup lagi masyarakat kecil bisa jualan kalau mbg yang pegang catering besar dan yang suplai bahan pedagang besar karena yang di butuhkan byk rawan korupsi dan tidak tepat sasaran,lebih baik bulan 200 ribu kasih tunai per anak jajan skolahkantin hidup masyarakat kecil jual pegang katering besar suplai bahan dagang besar butuh banyak rawan korupsi tepat sasar,42,255,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.552264631,Rendah (<0.60)
@nursanti5738,2025-09-21 03:43:50+00:00,CNN,mbg di ganti dengan beras gratis pda murid yang orang tuanya pda tdk mampu dan orang miskin yang tdk mampu beli beras ibu ibu sdhlah anaknya jangan di kasih makan disekolah ngerinya jadi korban,ganti beras gratis pda murid orang tua pda orang miskin beli beras ibu ibu sdhlah anak jangan makan seko ngeri korban,34,193,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.963228345,Tinggi (≥0.80)
@cece-v3q,2025-09-21 03:39:02+00:00,CNN,mbgmakan basi gratis,mbgmakan basi gratis,3,20,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.571199715,Rendah (<0.60)
@Titik-e7b,2025-09-21 03:34:02+00:00,CNN,hapus mbg soal nya tidak semua anak bisa makan sembarangan hanya orang tua yang tahu makanan anaknya,hilang soal semua anak makan sembarang orang tua tahu makan anak,17,100,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.935612023,Tinggi (≥0.80)
@jamaljmnudhin808,2025-09-21 03:28:02+00:00,CNN,lebih baik ditugaskan kepada ibu ibu murid diharuskan membuat menu makanan untuk anaknya dengan diberikan kompensasi pengganti10000 rupiah atau sesuai kesepakatan ini lebih berkualitas dan menjamin,lebih baik tugas ibu ibu murid harus buat menu makan anak beri kompensasi pengganti10000 rupiah sesuai sepakat lebih kualitas jamin,26,197,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.644831657,Sedang (0.60–0.80)
@kang-kung_saja,2025-09-21 03:25:49+00:00,CNN,zulhas soal keracunan mbg belum terbiasa dulu saya minum susu diare,zulhas soal racun biasa dulu minum susu diare,11,67,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.573359489,Rendah (<0.60)
@masWinarno-r2e,2025-09-21 03:22:41+00:00,CNN,mbg harus jalan soal keracunan kita siapkan puskesmas dan rumah sakit dan tenaga medis yang handal obat obat harus ready tersedia,jalan soal racun siap puskesmas rumah sakit tenaga medis handal obat obat ready sedia,21,129,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.945271969,Tinggi (≥0.80)
@mbahempuMbahempu,2025-09-21 02:57:47+00:00,CNN,mbg program pemerintah yang melaksanakan bos besar beruang rentan penggelapan dana mendingan di bagikan ke orang tua murid,program perintah laksana bos besar beruang rentan gelap dana mending bagi orang tua murid,18,122,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.943109155,Tinggi (≥0.80)
@ZulHidayat-i3o,2025-09-21 02:56:09+00:00,CNN,untuk pemerintah niat baik sudah ada salah 1 nya membuka lowongan kerja tapi bener juga kata pak purbaya lebih baik ganti beras 10 kg,perintah niat baik salah 1 buka lowong kerja benar kata purbaya lebih baik ganti beras 10 kg,24,133,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.595380247,Rendah (<0.60)
@naniklatifahabdullah5017,2025-09-21 02:49:35+00:00,CNN,program mbg adlh proyek korupsi pjbt dpr dikelola oleh klg mrk yang bkan profesional kelola catering hny ajang untuk korupsi,program adlh proyek korupsi pjbt dewan wakil rakyat kelola klg bkan profesional kelola katering hny ajang korupsi,20,124,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.702976286,Sedang (0.60–0.80)
@TungkuMunawir,2025-09-21 02:43:31+00:00,CNN,lebih baik dari mencegah anak negeri dari hal2 buruk mbg di hapuskan saja,lebih baik cegah anak negeri hal2 buruk hapus,13,73,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.913107455,Tinggi (≥0.80)
@alvianromadana6678,2025-09-21 02:40:36+00:00,CNN,padahal mbg itu bagus banyak yang terbantu orang yh bilang kasih ke ortunya nanti buat beli yang lain2 malah bayar hutang banyak yang kerja di mbgpetani petani juga banyak yang terbantu di evaluasi saja,padahal bagus banyak bantu orang bilang ortunya buat beli lain2 malah bayar hutang banyak kerja mbgpetani tani banyak bantu evaluasi,34,202,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.568554759,Rendah (<0.60)
@agussalimhamzahash8517,2025-09-21 02:32:06+00:00,CNN,ung tunai kasih ke orang tua bikin beka trusl bawa ke sekolahnanti pihak sekolah yang periksa nggak ribet dan nggak ribut,ung tunai orang tua bikin beka trusl bawa sekolahnanti pihak sekolah periksa rumit ribut,21,121,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.932601511,Tinggi (≥0.80)
@Tahir-iq9vl,2025-09-21 02:11:01+00:00,CNN,lebih baik buat sekolah gratis mbg hentikan,lebih baik buat sekolah gratis henti,7,43,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.671211302,Sedang (0.60–0.80)
@dwiagusyulianto2376,2025-09-21 01:51:46+00:00,CNN,permudahkan libatkan umkm tingkat rt jangan terlalu banyak bendera tuk bisa jadi dapur sehat jumlah porsi standart sesuai kemampuan umkm tingkat rt sehingga pengawasan dalam sop lebih maksimal karena melibat warga rt itu sendiri ingat dapur sehat ini bukan milik pribadi tapi milik pemerintah program prabowo gibran ga semua masyarakat orang yang berkepentingan selalu suka dengan program ini pengawasan dari dalam luar harus maksimal,mudah libat umkm tingkat rt jangan terlalu banyak bendera dapur sehat jumlah porsi standart sesuai mampu umkm tingkat rt awas sop lebih maksimal libat warga rt sendiri ingat dapur sehat bukan milik pribadi milik perintah program prabowo gibran semua masyarakat orang penting selalu suka program awas luar maksimal,64,434,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.983316541,Tinggi (≥0.80)
@qyainover,2025-09-21 01:37:21+00:00,CNN,mbg gagal total jadi tempat ajang korupsi,gagal total tempat ajang korupsi,7,41,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.867268205,Tinggi (≥0.80)
@qyainover,2025-09-21 01:36:40+00:00,CNN,tolong pak prabowo hentikan saja program mbg kami masih bisa kasih makan anak kami sendiri daripada dana mbg jadi tempat orang yang terlibat untuk mengkorupsi nya,mohon bantu prabowo henti program makan anak sendiri dana tempat orang libat korupsi,26,162,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.64247328,Sedang (0.60–0.80)
@bilmersianipar145,2025-09-21 01:32:01+00:00,CNN,tunggu aja sampai kiamatndak kerja pemerintah ini yang jelas nanti kalau aja kejadian paling minta maaf tanpa ada penyesalan dan perbaikanikan cakalang itu jangan di jadikan menu karena ikan tsb gampang rusak kalau freezerrx ndak bagus,tunggu kiamatndak kerja perintah jelas jadi paling minta maaf sesal perbaikanikan cakalang jangan jadi menu ikan tsb mudah rusak freezerrx bagus,36,235,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.954657376,Tinggi (≥0.80)
@ulhaqaja5168,2025-09-21 01:31:05+00:00,CNN,lanjutkan mbg tidak semua mbg keracunan hanya sebagian mbg yang ada keracunan kalau ada kesalahan mbg wajar tapi perlu evaluasi dan perbaiki kedepannya jangan sampai terulang dan harus ada tindakan mbg yang nakal,lanjut semua racun bagi racun salah wajar perlu evaluasi baik depan jangan ulang tindak nakal,33,212,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.94974637,Tinggi (≥0.80)
@abdulhamim9391,2025-09-21 01:18:33+00:00,CNN,lebih baik hentikan program mbg pak presiden membebani pemerintah sedangkan yang diuntungkan hanya orang orang kaya para pengusaha penyedia mbg lebih baik uangnya disalurkan untuk yang benar benar untuk rakyat,lebih baik henti program presiden beban perintah untung orang orang kaya usaha sedia lebih baik uang salur benar benar rakyat,30,209,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.804283738,Tinggi (≥0.80)
@AlanPrayoga-i2p,2025-09-21 01:16:36+00:00,CNN,nambah lapangan kerja disatu sisi lainnya membuat warung dan perajin makan setempat yang sudah puluhan tahun terdampak padahal biaya mbg uangnya luar biasa dan ini pemborosan,tambah lapang kerja satu sisi lain buat warung rajin makan tempat puluh tahun dampak padahal biaya uang luar lumrah boros,26,174,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.962323487,Tinggi (≥0.80)
@netizenIndonesia-s,2025-09-21 01:14:03+00:00,CNN,mendingan kalo mmg d lanjutkan serah kan k kantin sekolah pasti lebih efisien karena tdk terkendala jarak kalo yang sekarang d jalan kan knp bnyak kendala makanan basi dll 3000 porsi itu tdk sedikit sekali masak apalgi jarak dapur dan sekolahan tdk dekat butuh transportasi blm lagi kendala jalan tdk semua jalan tiap wilayah itu bagus tapi inilah indonesia demi jalan mendapat uang dari korupsi hal tak masuk akal pun di cari jalan dan kesempatan nya,mending memang d lanjut serah kan k kantin sekolah lebih efisien kendala jarak d jalan kan knp banyak kendala makan basi lainlain 3000 porsi sedikit sekali masak apalgi jarak dapur sekolah dekat butuh transportasi kendala jalan semua jalan tiap wilayah bagus ini indonesia jalan dapat uang korupsi tak masuk akal cari jalan sempat,76,451,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.745054066,Sedang (0.60–0.80)
@MasAlim-k3m,2025-09-21 01:09:08+00:00,CNN,hmmm capaian tidak merata evaluasi nya ya hentikan menunya tidak bergizi,hmmm capai rata evaluasi henti menu gizi,11,72,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.531140089,Rendah (<0.60)
@uangku60,2025-09-21 00:50:54+00:00,CNN,bubarin aja negara ngak punya duit tapi banyak utang jangan konyol urus dulu koruptor hukum mati koruptor baru bikin mbg,bubarin negara punya uang banyak hutang jangan konyol urus dulu koruptor atur mati koruptor baru bikin,20,120,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.557507634,Rendah (<0.60)
@Irfan-d01,2025-09-21 00:45:27+00:00,CNN,udah keracunan si orang tua ga bisa nuntut pidana emang aneh program ini seolah memberi makan tapi jika ada sesuatu tidak boleh menuntut seperti memberi makan budak di luar negeri program ini kalau ada keracunan bisa di tuntut pidana,racun orang tua nuntut pidana memang aneh program beri makan tuntut beri makan budak luar negeri program racun tuntut pidana,39,233,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.962013066,Tinggi (≥0.80)
@AhmadAbdullah-y8r,2025-09-21 00:44:31+00:00,CNN,hentikn mbg,hentikn,2,11,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.25,Rendah (<0.60)
@Irfan-d01,2025-09-21 00:43:48+00:00,CNN,udah keracunan si orang tua ga bisa nuntun pidana emang aneh program ini seolah memberi makan tapi jika ada sesuatu tidak boleh menuntut seperti memberi makan budak di luar negeri program ini kalau ada keracunan bisa di tuntut pidana,racun orang tua nuntun pidana memang aneh program beri makan tuntut beri makan budak luar negeri program racun tuntut pidana,39,233,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.960121393,Tinggi (≥0.80)
@Dragon-pd5cb,2025-09-21 00:42:14+00:00,CNN,mbg apa itu di sekolahan anakku saja belum ada sampai sekarang kok dihentikan,sekolah anak henti,13,77,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.805766404,Tinggi (≥0.80)
@YadiSupriadi-n7n,2025-09-21 00:42:07+00:00,CNN,solusinya hentikan ganti biaya sekolah gratis,solusi henti ganti biaya sekolah gratis,6,45,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.886130452,Tinggi (≥0.80)
@fathurrahmanmasruri4045,2025-09-21 00:31:12+00:00,CNN,berhenti saja mbg uang nya dikasihkan orang tua biar dikelola orang tua,henti uang kasih orang tua biar kelola orang tua,12,71,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.922837496,Tinggi (≥0.80)
@mustafamus1532,2025-09-21 00:13:41+00:00,CNN,itu bukan nasi gizitpi racun yang di kasihuntk anak2 masa depan kita,bukan nasi gizitpi racun kasihuntk anak2 masa depan,12,68,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.887451231,Tinggi (≥0.80)
@rahmatsafii4668,2025-09-21 00:05:57+00:00,CNN,wicaksono5224sekalipun di pakai buat shoping yang jelas ortu lbih bertnggunjwab dlm memberi mkn anak2nya dan ortu tidak mngkin memanfaatkan uang mbg dan mngabaikan anaknya smpai tdk di ksh mkn,wicaksono5224sekalipun pakai buat shoping jelas orang tua lbih bertnggunjwab beri makan anak2nya orang tua mngkin manfaat uang mngabaikan anak makan,29,192,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.952562749,Tinggi (≥0.80)
@tomimi910,2025-09-21 00:04:50+00:00,CNN,pembangunan sppgmasyarakat yang mana pak anggota dewan pejabat atau apa tolong dijelaskan byk yang sd tahumending uang kasih orang tua masing2jelas ekonomi naik dengan belanja merekaada keracunan kawatir timbul trauma untuk mbg,bangun sppgmasyarakat anggota dewan jabat mohon bantu jelas banyak sd tahumending uang orang tua masing2jelas ekonomi naik belanja merekaada racun kawatir timbul trauma,32,227,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.501860559,Rendah (<0.60)
@gtoker2011,2025-09-21 00:04:33+00:00,CNN,hentikan segera program ini membuat resah cemas bagi seluruh rakyat anggaran yang besar ini jg berpotensi di korupsi bagi pengelola dapur,henti segera program buat gelisah cemas seluruh rakyat anggar besar potensi korupsi kelola dapur,21,137,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.83343935,Tinggi (≥0.80)
@nicanbaswara6631,2025-09-21 00:03:40+00:00,CNN,lumayan sisa anggaran dibagi2,lumayan sisa anggar dibagi2,4,29,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.845970929,Tinggi (≥0.80)
@maryanimamun333,2025-09-21 00:01:16+00:00,CNN,pinteran rayat dari dari mulai kampanye pilpres jugakt rayat tdk masuk akaludh ganti dengan susu dan vitamin amanitu kan dapur masak nya dari mlmapalgi sayuran cepet basi,pinteran rayat kampanye milu presiden jugakt rayat masuk akaludh ganti susu vitamin amanitu kan dapur masak mlmapalgi sayur cepat basi,27,170,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.364713341,Rendah (<0.60)
@zafnatpaaneah9208,2025-09-20 23:11:10+00:00,CNN,programnya sudah bener yang di ceroboh dan di permasalahkan pihak ketering mbg mungkin disengaja usut tuntas secara hukum,program benar ceroboh masalah pihak tering mungkin sengaja usut tuntas atur,18,121,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.9358145,Tinggi (≥0.80)
@Keyzee-j7s,2025-09-20 22:53:12+00:00,CNN,badan gizi nasional belum siap buat mbgkaya gini aja kecolonganjangan janganya jangan jangan,badan gizi nasional siap buat mbgkaya gin kecolonganjangan janganya jangan jangan,13,92,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.908811748,Tinggi (≥0.80)
@muhamadrosyidin2098,2025-09-20 22:34:44+00:00,CNN,tolong si stop pak presiden program mbg karena udh bnyak penyimpangan korupsi lebih baik duitnya di alihkan ke program lain untuk kesejahteraan rakyat atau membuka 19jt lapangan kerja untuk kami kami selaku org tuajika orgtua selaku kami kerja secara otomatis ketahanan pangan keluarga bisa di penuhi gizi di keluarga,mohon bantu stop presiden program banyak simpang korupsi lebih baik duit alih program sejahtera rakyat buka 19jt lapang kerja selaku org tuajika orgtua selaku kerja otomatis tahan pangan keluarga penuh gizi keluarga,49,317,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.497613937,Rendah (<0.60)
@AbdiTuhan-w5e,2025-09-20 22:02:42+00:00,CNN,membuat org tua jadi was was dan ketakutan adanya mbg,buat org tua was was takut ada,10,53,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.901571214,Tinggi (≥0.80)
@IwanSetiawan-nz3zt,2025-09-20 21:58:13+00:00,CNN,kalau urusan mbg kayak gini kdm tutup mata dan hanya bisa diam,urus gin kdm mata diam,12,62,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.857795179,Tinggi (≥0.80)
@TfinPutra,2025-09-20 21:52:55+00:00,CNN,program mbg yang sia sia saja,program sia sia,6,29,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.810345352,Tinggi (≥0.80)
@panjolbgt3773,2025-09-20 21:32:04+00:00,CNN,ini program yang sangat bagus walau banyak kekurangan di sana sini brrti targetnya sekitar 26700 dapur dan per dapur minimal 25 karyawan brrti 667000 minimal karyawan terserap blum multiplier effeknya ke penjualan bahan baku dan saham,program sangat bagus banyak kurang sana sini brrti target 26700 dapur per dapur minimal 25 karyawan brrti 667000 minimal karyawan serap multiplier effeknya jual bahan baku saham,36,234,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.600655794,Sedang (0.60–0.80)
@Sungging.jawara,2025-09-20 21:24:32+00:00,CNN,mencari mbg bermasalah 100 bermasalah semua jadi ragu ama pak prabowo yang terlalu memaksakan kehendak ada apa yaa,cari masalah 100 masalah semua ragu prabowo terlalu paksa hendak,18,114,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.927343845,Tinggi (≥0.80)
@hayaniwati8470,2025-09-20 20:41:38+00:00,CNN,mbg beracun bahayaaaaaaaa hapuskan mbg lebih baik lapangan pekerjaan untuk rakyatnya,racun bahayaaaaaaaa hapus lebih baik lapang kerja rakyat,11,84,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.911227167,Tinggi (≥0.80)
@hayaniwati8470,2025-09-20 20:40:16+00:00,CNN,mbg bahayaaaaaaaa,bahayaaaaaaaa,2,17,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.624175191,Sedang (0.60–0.80)
@hayaniwati8470,2025-09-20 20:39:38+00:00,CNN,hapus mbgbawa petaka dimana mana,hilang mbgbawa petaka,5,32,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.741257429,Sedang (0.60–0.80)
@hayaniwati8470,2025-09-20 20:39:05+00:00,CNN,gp penting mbg tugas dan tanggungjawab orang tua untuk ksih mkan yang penting pendidikan dan kesehatan gratis untuk rakyatnya adil dan merata semua dpt menikmati kesejahteraan sosial lebih baik dana dialihkan untuk lapangan pekerjaan orang tuanya dan rakyatnya,gp penting tugas tanggungjawab orang tua makan penting didik sehat gratis rakyat adil rata semua rasa sejahtera sosial lebih baik dana alih lapang kerja orang tua rakyat,38,260,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.533337116,Rendah (<0.60)
@hayaniwati8470,2025-09-20 20:37:05+00:00,CNN,stop mbg lebih baik buka lapangan pekerjaan untuk rakyatnya supaya adil merata dari pd mbg bawa petaka dimana siswa mkan nasi basidan banyak yang keracunan bahayaaaaa,stop lebih baik buka lapang kerja rakyat adil rata bawa petaka siswa makan nasi basidan banyak racun bahayaaaaa,26,166,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.604082167,Sedang (0.60–0.80)
@EdhySunDoro,2025-09-20 19:58:33+00:00,CNN,bukan menyehatkan malah membunuh memasak dengan jumlah yang banyak tdk gampang apalgi kondisi kelembapan tropis itu bisa memnyebabkan virus sy yakin bahan makanan tdk ada yang bercun tapi rentan waktu dan pengolagan sampai penyajian ini yang dapat menimbulkan kontaminasi virus betapa progaram ini sederhana bila setiap sekolah saja yang mengelola mbg ini malah di lelang seperti proyek kan konyol,bukan sehat malah bunuh masak jumlah banyak mudah apalgi kondisi lembap tropis memnyebabkan virus yakin bahan makan cun rentan waktu pengolagan saji timbul kontaminasi virus betapa progaram sederhana bila sekolah kelola malah lelang proyek kan konyol,59,397,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.481001049,Rendah (<0.60)
@NanangNanang-qh5ji,2025-09-20 18:58:18+00:00,CNN,mbg sebaiknya dihentikan diganti dengan beras 10kg perbulan l pa presiden niat baikmu diterima rakyat,baik henti ganti beras 10kg bulan l pa presiden niat baik terima rakyat,15,101,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.694111526,Sedang (0.60–0.80)
@rh3za,2025-09-20 18:50:51+00:00,CNN,hentikan program tak berguna,henti program tak guna,4,28,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.546411335,Rendah (<0.60)
@febriansetiadi3837,2025-09-20 16:54:02+00:00,CNN,dapur mbg disini jangan salah menjadi penyumbang sampah terbanyak dari sisa makanan,dapur sini jangan salah jadi sumbang sampah banyak sisa makan,12,83,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.546780348,Rendah (<0.60)
@meidiawanpramono6407,2025-09-20 16:34:11+00:00,CNN,bubarkan saja mbg mengancam kesehatan dan nyawa anak,bubar ancam sehat nyawa anak,8,52,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.864715934,Tinggi (≥0.80)
@subagiosubagio3560,2025-09-20 16:12:42+00:00,CNN,mbg tidak akan berhenti sebelum ada siswa yang meninggal,henti siswa tinggal,9,56,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.802310765,Tinggi (≥0.80)
@udinslawi8775,2025-09-20 16:05:42+00:00,CNN,stop makan gratis bisa makan korban jiwa,stop makan gratis makan korban jiwa,7,40,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.889654279,Tinggi (≥0.80)
@nunuriyanti7955,2025-09-20 16:02:33+00:00,CNN,tim mbg nyalah ya harus mencicipi dulu,tim nyalah cicip dulu,7,38,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.798601925,Sedang (0.60–0.80)
@CiciAnwar,2025-09-20 15:59:55+00:00,CNN,hapus mbg,hilang,2,9,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.60070169,Sedang (0.60–0.80)
@yuniayustyoningsih7564,2025-09-20 15:49:10+00:00,CNN,hentikan mbgtakut juga kalau anak2 mkn mbg ktnya bergizi mlh beracununtung anakku blum kebagian,henti mbgtakut anak2 makan ktnya gizi mlh beracununtung anak bagi,14,95,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.923267484,Tinggi (≥0.80)
